Gene symbol,UniProt Accession,Mitochondrial protein annotation type,UniProtKB/Swiss-Prot Annotation,GO_CC Annotation,GO_BP Annotation,PubMed,MitoCarta3.0 Annotation
TMEM126B,Q8IUX1,Localized,https://www.uniprot.org/uniprotkb/Q8IUX1/entry#subcellular_location ,mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739],,,Yes
TMEM70,Q9BUB7,Localized,https://www.uniprot.org/uniprotkb/Q9BUB7/entry#subcellular_location ,mitochondrial crista [GO:0030061]; mitochondrial inner membrane [GO:0005743]; mitochondrial membrane [GO:0031966]; mitochondrion [GO:0005739],,,Yes
TMLHE,Q9NVH6,Localized,https://www.uniprot.org/uniprotkb/Q9NVH6/entry#subcellular_location ,mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739],,,Yes
TMX2,Q9Y320,Localized,https://www.uniprot.org/uniprotkb/Q9Y320/entry#subcellular_location ,mitochondria-associated endoplasmic reticulum membrane [GO:0044233]; mitochondrial membrane [GO:0031966]; mitochondrion [GO:0005739],,,No
TNF,P01375,Associated/ancillary,,,,https://pubmed.ncbi.nlm.nih.gov/20807714/,No
TNFRSF1A,P19438,Associated/ancillary,,,,https://pubmed.ncbi.nlm.nih.gov/31429073/,No
TOMM20,Q15388,Localized,https://www.uniprot.org/uniprotkb/Q15388/entry#subcellular_location ,mitochondria-associated endoplasmic reticulum membrane [GO:0044233]; mitochondrial outer membrane [GO:0005741]; mitochondrial outer membrane translocase complex [GO:0005742]; mitochondrion [GO:0005739],,,Yes
TOMM22,Q9NS69,Localized,https://www.uniprot.org/uniprotkb/Q9NS69/entry#subcellular_location ,membrane [GO:0016020]; mitochondrial outer membrane [GO:0005741]; mitochondrial outer membrane translocase complex [GO:0005742]; mitochondrion [GO:0005739],,,Yes
TOMM40,O96008,Localized,https://www.uniprot.org/uniprotkb/O96008/entry#subcellular_location ,mitochondria-associated endoplasmic reticulum membrane [GO:0044233]; mitochondrial inner membrane [GO:0005743]; mitochondrial outer membrane [GO:0005741]; mitochondrial outer membrane translocase complex [GO:0005742]; mitochondrion [GO:0005739]; pore complex [GO:0046930],,,Yes
TOMM70,O94826,Localized,https://www.uniprot.org/uniprotkb/O94826/entry#subcellular_location ,mitochondrial membrane [GO:0031966]; mitochondrial outer membrane [GO:0005741]; mitochondrial outer membrane translocase complex [GO:0005742]; mitochondrion [GO:0005739],,,Yes
TOP3A,Q13472,Localized,https://www.uniprot.org/uniprotkb/Q13472/entry#subcellular_location ,mitochondrial matrix [GO:0005759],,,Yes
TP53,P04637,Localized,https://www.uniprot.org/uniprotkb/P04637/entry#subcellular_location ,mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739],,,No
TRAK1,Q9UPV9,Localized,https://www.uniprot.org/uniprotkb/Q9UPV9/entry#subcellular_location ,mitochondrial membrane [GO:0031966]; mitochondrion [GO:0005739],,,No
TRAP1,Q12931,Localized,https://www.uniprot.org/uniprotkb/Q12931/entry#subcellular_location ,mitochondrial inner membrane [GO:0005743]; mitochondrial intermembrane space [GO:0005758]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739],,,Yes
TRIT1,Q9H3H1,Localized,https://www.uniprot.org/uniprotkb/Q9H3H1/entry#subcellular_location ,mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739],,,Yes
TRMT1,Q9NXH9,Localized,,,,,Yes
TRMT10C,Q7L0Y3,Localized,https://www.uniprot.org/uniprotkb/Q7L0Y3/entry#subcellular_location ,mitochondrial matrix [GO:0005759]; mitochondrial nucleoid [GO:0042645]; mitochondrial ribonuclease P complex [GO:0030678]; mitochondrion [GO:0005739],,,Yes
TRMT5,Q32P41,Localized,https://www.uniprot.org/uniprotkb/Q32P41/entry#subcellular_location ,mitochondrial matrix [GO:0005759],,,Yes
TRMU,O75648,Localized,https://www.uniprot.org/uniprotkb/O75648/entry#subcellular_location ,mitochondrion [GO:0005739],,,Yes
TRNT1,Q96Q11,Localized,https://www.uniprot.org/uniprotkb/Q96Q11/entry#subcellular_location ,mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739],,,Yes
TSFM,P43897,Localized,https://www.uniprot.org/uniprotkb/P43897/entry#subcellular_location ,mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739],,,Yes
TSPO,P30536,Localized,https://www.uniprot.org/uniprotkb/P30536/entry#subcellular_location ,mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739],,,Yes
TSPOAP1,O95153,Localized,https://www.uniprot.org/uniprotkb/O95153/entry#subcellular_location ,mitochondrion [GO:0005739],,,No
TST,Q16762,Localized,https://www.uniprot.org/uniprotkb/Q16762/entry#subcellular_location ,mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739],,,Yes
TTC19,Q6DKK2,Localized,https://www.uniprot.org/uniprotkb/Q6DKK2/entry#subcellular_location ,mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739],,,Yes
TUFM,P49411,Localized,https://www.uniprot.org/uniprotkb/P49411/entry#subcellular_location ,mitochondrial nucleoid [GO:0042645]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739],,,Yes
TWNK,Q96RR1,Localized,https://www.uniprot.org/uniprotkb/Q96RR1/entry#subcellular_location ,mitochondrial matrix [GO:0005759]; mitochondrial nucleoid [GO:0042645]; mitochondrion [GO:0005739],,,Yes
TXN2,Q99757,Localized,https://www.uniprot.org/uniprotkb/Q99757/entry#subcellular_location ,mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739],,,Yes
TXNRD2,Q9NNW7,Localized,https://www.uniprot.org/uniprotkb/Q9NNW7/entry#subcellular_location ,mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739],,,Yes
TYMP,P19971,Associated/ancillary,,,mitochondrial genome maintenance [GO:0000002],,No
TYMS,P04818,Localized,https://www.uniprot.org/uniprotkb/P04818/entry#subcellular_location ,mitochondrial inner membrane [GO:0005743]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739],,,No
UBA1,P22314,Localized,https://www.uniprot.org/uniprotkb/P22314/entry#subcellular_location ,mitochondrion [GO:0005739],,,No
UBB,P0CG47,Localized,https://www.uniprot.org/uniprotkb/P0CG47/entry#subcellular_location ,mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739],,,No
UBIAD1,Q9Y5Z9,Localized,https://www.uniprot.org/uniprotkb/Q9Y5Z9/entry#subcellular_location ,mitochondrial membrane [GO:0031966],,,No
UCP2,P55851,Localized,https://www.uniprot.org/uniprotkb/P55851/entry#subcellular_location ,mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739],,,Yes
UCP3,P55916,Localized,https://www.uniprot.org/uniprotkb/P55916/entry#subcellular_location ,mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739],,,Yes
UNG,P13051,Localized,https://www.uniprot.org/uniprotkb/P13051/entry#subcellular_location ,mitochondrion [GO:0005739],,,Yes
UQCC2,Q9BRT2,Localized,https://www.uniprot.org/uniprotkb/Q9BRT2/entry#subcellular_location ,mitochondrial inner membrane [GO:0005743]; mitochondrial intermembrane space [GO:0005758]; mitochondrial matrix [GO:0005759]; mitochondrial nucleoid [GO:0042645]; mitochondrion [GO:0005739],,,Yes
UQCC3,Q6UW78,Localized,https://www.uniprot.org/uniprotkb/Q6UW78/entry#subcellular_location ,mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739],,,Yes
UQCR11,O14957,Localized,https://www.uniprot.org/uniprotkb/O14957/entry#subcellular_location ,mitochondrial inner membrane [GO:0005743]; mitochondrial respiratory chain complex III [GO:0005750],,,Yes
UQCRB,P14927,Localized,https://www.uniprot.org/uniprotkb/P14927/entry#subcellular_location ,mitochondrial inner membrane [GO:0005743]; mitochondrial respirasome [GO:0005746]; mitochondrial respiratory chain complex III [GO:0005750],,,Yes
UQCRC1,P31930,Localized,https://www.uniprot.org/uniprotkb/P31930/entry#subcellular_location ,mitochondrial inner membrane [GO:0005743]; mitochondrial respirasome [GO:0005746]; mitochondrial respiratory chain complex III [GO:0005750]; mitochondrion [GO:0005739],,,Yes
UQCRC2,P22695,Localized,https://www.uniprot.org/uniprotkb/P22695/entry#subcellular_location ,mitochondrial inner membrane [GO:0005743]; mitochondrial respiratory chain complex III [GO:0005750]; mitochondrial respiratory chain complex IV [GO:0005751]; mitochondrion [GO:0005739],,,Yes
UQCRFS1,P47985,Localized,https://www.uniprot.org/uniprotkb/P47985/entry#subcellular_location ,mitochondrial inner membrane [GO:0005743]; mitochondrial respiratory chain complex III [GO:0005750]; mitochondrial respiratory chain complex IV [GO:0005751]; mitochondrion [GO:0005739],,,Yes
UQCRH,P07919,Localized,https://www.uniprot.org/uniprotkb/P07919/entry#subcellular_location ,mitochondrial inner membrane [GO:0005743]; mitochondrial respirasome [GO:0005746]; mitochondrial respiratory chain complex III [GO:0005750]; mitochondrion [GO:0005739],,,Yes
UQCRQ,O14949,Localized,https://www.uniprot.org/uniprotkb/O14949/entry#subcellular_location ,mitochondrial inner membrane [GO:0005743]; mitochondrial respiratory chain complex III [GO:0005750]; mitochondrion [GO:0005739],,,Yes
VAMP1,P23763,Localized,https://www.uniprot.org/uniprotkb/P23763/entry#subcellular_location ,mitochondrial outer membrane [GO:0005741],,,No
VARS2,Q5ST30,Localized,https://www.uniprot.org/uniprotkb/Q5ST30/entry#subcellular_location ,mitochondrion [GO:0005739],,,Yes
VCL,P18206,Localized,,,,https://pubmed.ncbi.nlm.nih.gov/25215595/,No
VDAC1,P21796,Localized,https://www.uniprot.org/uniprotkb/P21796/entry#subcellular_location ,mitochondrial membrane [GO:0031966]; mitochondrial nucleoid [GO:0042645]; mitochondrial outer membrane [GO:0005741]; mitochondrial permeability transition pore complex [GO:0005757]; mitochondrion [GO:0005739],,,Yes
VDAC2,P45880,Localized,https://www.uniprot.org/uniprotkb/P45880/entry#subcellular_location ,mitochondrial membrane [GO:0031966]; mitochondrial nucleoid [GO:0042645]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739],,,Yes
VPS13A,Q96RL7,Localized,https://www.uniprot.org/uniprotkb/Q96RL7/entry#subcellular_location ,mitochondria-associated endoplasmic reticulum membrane [GO:0044233]; mitochondrial membrane [GO:0031966]; mitochondrial outer membrane [GO:0005741],,,No
VPS13C,Q709C8,Localized,https://www.uniprot.org/uniprotkb/Q709C8/entry#subcellular_location ,mitochondrial outer membrane [GO:0005741],,,No
VPS13D,Q5THJ4,Localized,,,,,Yes
WARS2,Q9UGM6,Localized,https://www.uniprot.org/uniprotkb/Q9UGM6/entry#subcellular_location ,mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739],,,Yes
WDR26,Q9H7D7,Localized,https://www.uniprot.org/uniprotkb/Q9H7D7/entry#subcellular_location ,mitochondrion [GO:0005739],,,No
WDR81,Q562E7,Localized,https://www.uniprot.org/uniprotkb/Q562E7/entry#subcellular_location ,mitochondrion [GO:0005739],,,No
WWOX,Q9NZC7,Localized,https://www.uniprot.org/uniprotkb/Q9NZC7/entry#subcellular_location ,mitochondrion [GO:0005739],,,No
XPNPEP3,Q9NQH7,Localized,https://www.uniprot.org/uniprotkb/Q9NQH7/entry#subcellular_location ,mitochondrion [GO:0005739],,,Yes
YARS2,Q9Y2Z4,Localized,https://www.uniprot.org/uniprotkb/Q9Y2Z4/entry#subcellular_location ,mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739],,,Yes
YME1L1,Q96TA2,Localized,https://www.uniprot.org/uniprotkb/Q96TA2/entry#subcellular_location ,mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739],,,Yes
YRDC,Q86U90,Localized,https://www.uniprot.org/uniprotkb/Q86U90/entry#subcellular_location ,mitochondrion [GO:0005739],,,Yes
